job_no, job_date, start_time, end_time, timezone_name, case_no, job_type, status_name, scheduled_by_email, job_loc_name, job_loc_address, job_loc_city, job_loc_state, job_loc_zip,scheduling_notes_html, zoom_meeting_id, confirmation_notes_html, last_modified_at, last_modified_by, entered_at, entered_by
136260,2026-03-12,10:00:00,12:00:00,Eastern Standard Time,73500,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Sassafras Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/81933467847?pwd=CqbjvF6R1GTeXWQXUzcwJQaCIthKLS.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 614787<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 819 3346 7847<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 614787<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13126266799,81933467847# or 16468769923,81933467847#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 312 626 6799 (US Toll) or +1 646 876 9923 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 819 3346 7847&nbsp;",2026-03-02 15:55:18.203000,43151,2026-03-02 15:44:55.757000,43151
136261,2026-03-20,10:30:00,11:30:00,Eastern Standard Time,73519,"VTC: Reporter, Interpreter",New,,GalloMeet Web Conferencing - Almond Boardroom,All attendees appearing remotely.,REMOTE,,,Interpreter: Manuel V,,"Remote Court Reporter &amp; Spanish Interpreter |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/85884874541?pwd=sHpeakGf4h10a1abLjaf6DtpdKVKgk.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 679805<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 858 8487 4541<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 679805<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13052241968,85884874541# or 13092053325,85884874541#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 305 224 1968 (US Toll) or +1 309 205 3325 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 858 8487 4541&nbsp;",2026-03-03 13:04:53.537000,43151,2026-03-02 15:59:50.993000,43151
136262,2026-03-10,10:00:00,13:00:00,Eastern Standard Time,69955,Depo: Court Reporter Only,New,,"DeLong, Caldwell, Bridgers, Fitzpatrick & Benjamin, LLC", 1425-A Dutch Valley Pl NE,Atlanta,GA,30324,,,GLS to provide in-person Court Reporter ONLY on behalf of IST Reporting - Job #6141<br>,2026-03-02 16:07:27.753000,44077,2026-03-02 16:05:53.267000,44077
136265,2026-03-04,14:00:00,16:00:00,Eastern Standard Time,68930,"VTC: Reporter, Videographer",Billed,,GalloMeet Web Conferencing - Red Beech Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter and Videographer Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82436352478?pwd=bO0oFgxwOkAbWYSYOtJMgNE3co9q22.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 586900<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 824 3635 2478<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 586900<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,82436352478# or 13126266799,82436352478#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 824 3635 2478&nbsp;",2026-03-04 16:44:09.720000,35869,2026-03-03 09:14:06.230000,44077
136267,2026-03-04,10:00:00,12:00:00,Eastern Standard Time,75025,VTC: Court Reporter,Cancelled,,GalloMeet Web Conferencing - Aspen Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/86199240607?pwd=G9n10n5ePxwuxdVabg9c2m4DVhLxac.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 681081<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 861 9924 0607<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 681081<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16469313860,86199240607# or 13017158592,86199240607#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 931 3860 (US Toll) or +1 301 715 8592 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 861 9924 0607&nbsp;",2026-03-03 16:09:36.690000,37784,2026-03-03 09:27:36.697000,43151
136269,2026-03-04,13:30:00,16:30:00,Eastern Standard Time,71821,VTC: Court Reporter,Confirmed,,GalloMeet Web Conferencing - Magnolia Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/88107895907?pwd=TKLB5oIQLoWOtJpfItrUbuJ4twKqFa.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 628178<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 881 0789 5907<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 628178<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13052241968,88107895907# or 13092053325,88107895907#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 305 224 1968 (US Toll) or +1 309 205 3325 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 881 0789 5907&nbsp;",2026-03-03 12:26:31.083000,37784,2026-03-03 09:30:45.567000,43871
136273,2026-03-12,10:00:00,12:00:00,Eastern Standard Time,75028,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Hickory Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82335419790?pwd=NcUYwFar5hZgl0RPYm09aacQghAELM.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 670065<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 823 3541 9790<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 670065<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13017158592,82335419790# or 13052241968,82335419790#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 301 715 8592 (US Toll) or +1 305 224 1968 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 823 3541 9790&nbsp;",2026-03-03 09:47:30.197000,43871,2026-03-03 09:45:06.153000,43871
136275,2026-03-13,10:00:00,12:00:00,Eastern Standard Time,75030,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Ebony Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/83710113301?pwd=ys2hbHxChZbsy9ZFBESspSXXa1uBdl.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 185391<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 837 1011 3301<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 185391<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16469313860,83710113301# or 13017158592,83710113301#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 931 3860 (US Toll) or +1 301 715 8592 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 837 1011 3301&nbsp;",2026-03-03 10:01:05.700000,43151,2026-03-03 09:53:38.290000,43151
136279,2026-03-12,13:00:00,15:00:00,Eastern Standard Time,75034,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Elm Boardroom	,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/86292501942?pwd=ScQPaNOFpKfPL0vUrZsE4FabfSoG2D.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 402007<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 862 9250 1942<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 402007<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13017158592,86292501942# or 13052241968,86292501942#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 301 715 8592 (US Toll) or +1 305 224 1968 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 862 9250 1942&nbsp;",2026-03-03 10:08:24.557000,43871,2026-03-03 10:06:20.927000,43871
136283,2026-03-04,09:30:00,17:00:00,Eastern Standard Time,75037,Depo: Court Reporter Only,Cancelled,,"Powell Law, LLC ++","6075 Barfield Road
Suite 227",Sandy Springs,GA,30328,,,Court Reporter ONLY | **ALL parties to appear in-person**<br>Rescheduled to 3/9/2026,2026-03-03 11:45:43.297000,43151,2026-03-03 10:37:39.547000,43871
136284,2026-03-11,13:00:00,15:00:00,Eastern Standard Time,75038,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Maple Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/86488702199?pwd=oNIfcH2nvyRUKQjkPoDSUOEOXiVlFd.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 934274<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 864 8870 2199<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 934274<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13052241968,86488702199# or 13092053325,86488702199#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 305 224 1968 (US Toll) or +1 309 205 3325 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 864 8870 2199&nbsp;",2026-03-03 10:46:19.773000,44077,2026-03-03 10:42:19.950000,44077
136288,2026-03-12,10:00:00,12:00:00,Eastern Standard Time,75041,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Alder Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/85963856921?pwd=P2iif0AEy7R4HRf5gu24NZAdbCvUNL.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 703277<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 859 6385 6921<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 703277<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13052241968,85963856921# or 13092053325,85963856921#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 305 224 1968 (US Toll) or +1 309 205 3325 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 859 6385 6921&nbsp;",2026-03-03 11:53:56.320000,43151,2026-03-03 11:41:31.037000,43151
136289,2026-03-09,09:30:00,17:00:00,Eastern Standard Time,75037,Depo: Court Reporter Only,New,,"Powell Law, LLC ++","6075 Barfield Road
Suite 227",Sandy Springs,GA,30328,,,Court Reporter ONLY | **ALL parties to appear in-person**<br>Rescheduled from 3/4/2026,2026-03-03 11:46:38.417000,43151,2026-03-03 11:44:13.673000,43151
136290,2026-03-04,14:00:00,16:00:00,Eastern Standard Time,72442,"VTC: Reporter, Interpreter",Confirmed,,GalloMeet Web Conferencing - Almond Boardroom,All attendees appearing remotely.,REMOTE,,,Interpreter:&nbsp;,,"Remote Court Reporter &amp; Spanish Interpreter |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/83327628298?pwd=3IipsCPmAUbtMav99VSBY0qffczbuS.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 000980<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 833 2762 8298<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 000980<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,83327628298# or 13126266799,83327628298#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 833 2762 8298&nbsp;",2026-03-04 08:07:08.373000,37784,2026-03-03 11:57:10.460000,43151
136291,2026-04-21,09:00:00,17:00:00,Eastern Standard Time,53784,Hearing: Court Reporter Only,New,,Cherokee County Courthouse,90 North Street,Canton,GA,30114,,,*Day 1 of 3<br><br>Court Reporter ONLY | **ALL parties to appear in-person**<br>*Courtroom 3A,2026-03-03 12:13:55.020000,43871,2026-03-03 12:07:33.557000,43871
136293,2026-04-22,09:00:00,17:00:00,Eastern Standard Time,53784,Hearing: Court Reporter Only,New,,Cherokee County Courthouse,90 North Street,Canton,GA,30114,,,*Day 2 of 3<br><br>Court Reporter ONLY | **ALL parties to appear in-person**<br>*Courtroom 3A,2026-03-03 12:14:08.833000,43871,2026-03-03 12:10:49.723000,43871
136294,2026-04-24,09:00:00,17:00:00,Eastern Standard Time,53784,Hearing: Court Reporter Only,New,,Cherokee County Courthouse,90 North Street,Canton,GA,30114,,,*Day 3 of 3<br><br>Court Reporter ONLY | **ALL parties to appear in-person**<br>*Courtroom 3A,2026-03-03 12:14:18.033000,43871,2026-03-03 12:11:21.717000,43871
136296,2026-03-04,10:00:00,12:00:00,Eastern Standard Time,75044,VTC: Court Reporter,Confirmed,,GalloMeet Web Conferencing - Almond Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/81074847220?pwd=SsaCrcjrCfclcfW1Q9lI3sqJl5byHD.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 086057<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 810 7484 7220<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 086057<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,81074847220# or 13126266799,81074847220#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 810 7484 7220&nbsp;",2026-03-04 08:58:39.683000,37784,2026-03-03 12:16:04.753000,37784
136298,2026-05-13,10:00:00,13:00:00,Eastern Standard Time,74211,"VTC: Reporter, Interpreter",New,,GalloMeet Web Conferencing - Bamboo Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter &amp; Interpreter | All parties to attend remotely<br><br>Language: Dari<br><br>ZOOM link for ALL parties to appear remotely:<br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/89292109636?pwd=ZhUaIM3rbwxNUGq5sZIDOW2W9zvgyb.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 880715<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 892 9210 9636<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 880715<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,89292109636# or 13126266799,89292109636#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 892 9210 9636&nbsp;",2026-03-03 12:34:16.287000,44077,2026-03-03 12:29:45.607000,44077
136300,2026-03-10,10:00:00,14:00:00,Eastern Standard Time,75047,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Eastern Fir Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/85432233154?pwd=WKQgPv9yfrLubpUd2iu1Hwt8uGqO3D.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 735524<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 854 3223 3154<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 735524<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,85432233154# or 13126266799,85432233154#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 854 3223 3154&nbsp;",2026-03-03 12:37:53.237000,37784,2026-03-03 12:35:50.520000,37784
136303,2026-03-04,08:45:00,12:00:00,Eastern Standard Time,74817,Hearing: Court Reporter Only,New,,Douglas County Probate Court,8700 Hospital Drive,Douglasville,GA,30134,,,Court Reporter ONLY | **ALL parties to appear in-person**,2026-03-03 15:09:17.800000,43151,2026-03-03 13:11:23.237000,37784
136305,2026-03-10,13:00:00,15:00:00,Eastern Standard Time,73489,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Aspen Boardroom,All attendees appearing remotely.,REMOTE,,,"<strong><span style=""background-color:#ffff00;"">Same CR with Job#134488 (CROSS)</span></strong>",,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/86203811579?pwd=uVhfYQglu68ySCzkG7v06jMP6tqiww.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 519553<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 862 0381 1579<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 519553<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13052241968,86203811579# or 13092053325,86203811579#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 305 224 1968 (US Toll) or +1 309 205 3325 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 862 0381 1579&nbsp;<br><br><br><br><strong>Deposition at 1:00 p.m., or immediately following the deposition of Plaintiff</strong><br><br>",2026-03-04 10:46:52.740000,43151,2026-03-03 13:41:21.873000,35359
136309,2026-03-12,10:00:00,16:00:00,Eastern Standard Time,75049,Cross-Depo: Court Reporter Only,New,,Ehrenclou & Grover LLC,"3790 Holcomb Bridge Road
Suite 202",Peachtree Corners,GA,30092,,,"Cross-depositions: The court reporter will take down the plaintiff and defendant's depositions, and bill accordingly.",2026-03-03 14:35:03.100000,43151,2026-03-03 14:26:30.627000,43151
